Appointment_ID,Date,Store_ID,Customer_ID,Service_ID,Appointment_Status,Converted_To_Sale,Booking_Channel,Wait_Days
A0000380,2026-09-02,S1062,C004720,SV01,Completed,Yes,In Store,15
A0000381,2026-01-23,S1100,C004498,SV01,Completed,Yes,In Store,9
A0000382,2025-10-07,S1036,C012487,SV02,Completed,Yes,Online,8
A0000383,2025-11-23,S1092,C015502,SV03,Cancelled,No,In Store,3
A0000384,2025-08-21,S1120,C014551,SV04,Completed,Yes,Online,13
A0000385,2025-06-04,S1074,C015809,SV05,Completed,Yes,Online,9
A0000386,2026-08-23,S1079,C007262,SV01,Completed,No,Online,9
A0000387,2026-11-26,S1110,C004315,SV02,Cancelled,No,Online,18
A0000388,2025-09-01,S1101,C002352,SV01,Completed,Yes,Phone,21
A0000389,2026-03-05,S1084,C016798,SV03,Completed,No,Online,8
A0000390,2026-12-01,S1111,C010095,SV04,Completed,No,In Store,7
A0000391,2025-09-28,S1081,C003980,SV01,No-show,No,Online,2
A0000392,2026-06-11,S1046,C007563,SV06,Completed,No,In Store,21
A0000393,2026-08-18,S1014,C012877,SV01,Completed,Yes,Phone,4
A0000394,2026-05-28,S1015,C007080,SV01,Completed,No,Phone,14
A0000395,2026-01-04,S1117,C006266,SV04,Completed,Yes,Online,7
A0000396,2026-10-25,S1004,C016851,SV05,Completed,No,Online,2
A0000397,2025-09-07,S1104,C003668,SV06,Completed,No,In Store,11
A0000398,2026-07-14,S1099,C010104,SV01,Completed,No,Phone,16
A0000399,2025-07-02,S1116,C004375,SV01,Completed,Yes,Online,14
A0000400,2025-02-01,S1004,C014480,SV06,Completed,No,Online,12
A0000401,2026-08-26,S1112,C019945,SV05,Completed,Yes,Phone,8
A0000402,2025-12-01,S1070,C005270,SV01,Completed,Yes,Online,1
A0000403,2026-05-07,S1113,C000903,SV03,Completed,Yes,In Store,19
A0000404,2025-10-03,S1064,C004095,SV01,Completed,No,In Store,18
A0000405,2025-12-08,S1102,C002412,SV02,Completed,No,In Store,7
A0000406,2025-11-07,S1061,C002899,SV06,Completed,No,In Store,18
A0000407,2026-03-02,S1045,C016075,SV03,Completed,No,Online,15
A0000408,2025-07-25,S1119,C008287,SV07,Completed,Yes,Online,11
A0000409,2025-06-01,S1030,C015577,SV06,Completed,No,Online,4
A0000410,2025-06-11,S1013,C012465,SV01,Cancelled,No,In Store,6
A0000411,2026-03-24,S1048,C008462,SV07,Completed,Yes,Online,21
A0000412,2026-02-01,S1075,C014191,SV01,Completed,No,Phone,1
A0000413,2026-12-09,S1058,C000927,SV06,Completed,No,In Store,20
A0000414,2026-06-27,S1023,C002307,SV03,Rescheduled,No,In Store,17
A0000415,2025-07-05,S1053,C004296,SV01,Rescheduled,No,Phone,10
A0000416,2025-05-15,S1014,C002986,SV02,Completed,Yes,Phone,9
A0000417,2025-05-25,S1004,C005102,SV08,Completed,No,Online,20
A0000418,2025-07-21,S1076,C012780,SV01,Completed,Yes,In Store,14
A0000419,2026-07-04,S1060,C008891,SV01,Completed,No,Phone,21
A0000420,2026-05-01,S1053,C018191,SV02,Completed,No,Phone,6
A0000421,2025-07-25,S1027,C015664,SV06,Completed,No,Phone,1
A0000422,2026-05-03,S1008,C014977,SV02,Completed,Yes,Online,18
A0000423,2025-06-02,S1014,C016890,SV04,Completed,No,In Store,5
A0000424,2025-03-04,S1072,C016981,SV01,Completed,No,Phone,17
A0000425,2025-10-21,S1075,C000098,SV07,Completed,No,Phone,17
A0000426,2025-02-26,S1119,C004238,SV07,Completed,Yes,Online,21
A0000427,2026-08-13,S1065,C001795,SV07,Completed,Yes,In Store,1
A0000428,2025-12-30,S1002,C017999,SV01,Completed,No,Phone,18
A0000429,2026-03-30,S1075,C002105,SV03,Completed,No,Phone,4
A0000430,2026-09-03,S1037,C007186,SV02,Completed,No,In Store,12
A0000431,2026-06-07,S1118,C003555,SV02,Cancelled,No,In Store,14
A0000432,2025-06-12,S1084,C011561,SV05,Completed,Yes,Phone,9
A0000433,2025-10-08,S1112,C008759,SV02,Completed,No,Phone,12
A0000434,2026-12-30,S1102,C017624,SV04,No-show,No,Online,13
A0000435,2025-12-22,S1088,C012963,SV08,Completed,Yes,Phone,1
A0000436,2026-12-31,S1069,C003876,SV01,Completed,Yes,In Store,17
A0000437,2026-02-11,S1037,C017255,SV03,Completed,No,Phone,20
A0000438,2026-03-17,S1045,C019322,SV07,Completed,No,Online,0
A0000439,2026-03-10,S1012,C010927,SV08,Completed,No,Online,18
A0000440,2026-12-03,S1020,C017438,SV08,Completed,No,In Store,17
A0000441,2026-03-11,S1116,C016429,SV07,Completed,No,In Store,20
A0000442,2025-10-14,S1020,C000884,SV05,Cancelled,No,In Store,19
A0000443,2025-11-27,S1019,C010036,SV06,Completed,Yes,Phone,17
A0000444,2026-01-02,S1116,C014815,SV05,Completed,No,In Store,19
A0000445,2025-06-03,S1068,C012672,SV05,Completed,Yes,Online,7
A0000446,2026-05-29,S1001,C016679,SV02,Completed,No,In Store,7
A0000447,2025-09-29,S1055,C006947,SV07,Completed,Yes,Online,1
A0000448,2025-02-21,S1081,C012117,SV03,Cancelled,No,In Store,7
A0000449,2025-10-10,S1059,C010724,SV01,Completed,No,In Store,13
A0000450,2026-07-16,S1070,C010554,SV02,No-show,No,Online,10
A0000451,2026-07-13,S1059,C011733,SV04,Completed,No,In Store,5
A0000452,2026-11-15,S1094,C014056,SV04,Rescheduled,No,Phone,9
A0000453,2026-11-21,S1016,C011795,SV02,Completed,Yes,Phone,3
A0000454,2026-02-21,S1016,C003778,SV02,Completed,Yes,Phone,0
A0000455,2026-02-11,S1040,C008824,SV01,Completed,No,In Store,6
A0000456,2025-06-09,S1075,C014783,SV07,Completed,Yes,Online,9
A0000457,2026-11-17,S1117,C007873,SV01,Completed,Yes,Online,3
A0000458,2025-04-06,S1075,C015281,SV01,Completed,Yes,In Store,19
A0000459,2026-12-21,S1026,C006236,SV02,Completed,No,Phone,6
A0000460,2025-06-08,S1102,C017496,SV03,Completed,Yes,Online,21
A0000461,2026-10-15,S1109,C001043,SV03,Completed,Yes,Online,20
A0000462,2025-05-28,S1122,C015403,SV02,Rescheduled,No,Phone,10
A0000463,2026-06-19,S1103,C001517,SV02,Completed,No,Online,8
A0000464,2026-09-20,S1083,C005577,SV02,Completed,No,Phone,19
A0000465,2026-06-14,S1047,C017934,SV02,Completed,No,In Store,3
A0000466,2025-04-11,S1079,C007670,SV04,Completed,No,Online,12
A0000467,2026-11-24,S1085,C005289,SV02,No-show,No,Online,3
A0000468,2026-12-10,S1023,C018955,SV01,Completed,Yes,Online,12
A0000469,2026-04-21,S1025,C009919,SV06,Completed,No,Online,20
A0000470,2026-07-23,S1058,C019465,SV02,Completed,Yes,Phone,9
A0000471,2025-11-12,S1003,C015416,SV01,Rescheduled,No,In Store,2
A0000472,2026-06-19,S1093,C010993,SV03,Cancelled,No,In Store,6
A0000473,2026-12-24,S1115,C007480,SV01,No-show,No,Online,12
A0000474,2026-03-27,S1117,C009706,SV01,Completed,No,In Store,8
A0000475,2025-07-21,S1048,C009451,SV01,Cancelled,No,Phone,7
A0000476,2025-02-02,S1026,C006371,SV05,Completed,No,In Store,8
A0000477,2026-05-05,S1031,C012228,SV07,Completed,Yes,In Store,10
A0000478,2026-06-09,S1007,C012570,SV03,Rescheduled,No,In Store,18
A0000479,2026-08-09,S1101,C001970,SV06,Completed,No,Online,11
A0000480,2025-10-07,S1094,C008931,SV07,Completed,No,Online,2
A0000481,2026-06-23,S1003,C018891,SV07,Completed,Yes,Phone,19
A0000482,2025-04-01,S1020,C016842,SV02,Rescheduled,No,Online,19
A0000483,2026-07-24,S1021,C013484,SV02,Completed,Yes,In Store,0
A0000484,2026-08-31,S1080,C006648,SV01,No-show,No,Online,3
A0000485,2025-07-27,S1008,C013203,SV02,Completed,Yes,Phone,19
A0000486,2025-09-01,S1030,C018197,SV01,Completed,Yes,Online,14
A0000487,2026-08-29,S1036,C013897,SV03,Completed,No,Online,9
A0000488,2026-03-16,S1116,C019634,SV02,Completed,No,In Store,11
A0000489,2026-01-01,S1115,C015261,SV01,Completed,Yes,Online,17
A0000490,2025-04-25,S1101,C019769,SV04,Completed,Yes,Online,6
A0000491,2026-08-15,S1022,C001142,SV08,Completed,Yes,Phone,19
A0000492,2025-04-04,S1073,C016176,SV08,Completed,Yes,Online,21
A0000493,2025-11-11,S1008,C013388,SV07,Completed,Yes,Online,15
A0000494,2025-11-22,S1014,C011696,SV01,Completed,Yes,Online,0
A0000495,2026-06-11,S1063,C009955,SV02,Completed,No,In Store,14
A0000496,2025-02-01,S1073,C002246,SV07,Rescheduled,No,Online,8
A0000497,2025-01-10,S1092,C000500,SV03,Completed,No,Online,5
A0000498,2026-03-25,S1006,C010271,SV01,Completed,Yes,Online,21
A0000499,2025-09-21,S1085,C004666,SV02,Completed,Yes,Online,2
A0000500,2025-02-27,S1010,C019631,SV03,Rescheduled,No,In Store,12
A0000501,2026-07-20,S1086,C012616,SV02,Completed,Yes,Online,11
A0000502,2026-01-17,S1085,C010184,SV04,Completed,No,In Store,14
A0000503,2026-03-28,S1111,C000101,SV01,Completed,No,Online,4
A0000504,2025-09-21,S1019,C014725,SV08,Completed,No,Phone,6
A0000505,2025-06-10,S1113,C014084,SV01,Completed,No,Phone,6
A0000506,2025-08-25,S1011,C001897,SV01,Completed,Yes,In Store,8
A0000507,2026-10-23,S1122,C013341,SV02,Completed,No,Online,11
A0000508,2026-07-16,S1055,C019196,SV03,Cancelled,No,Online,10
A0000509,2026-09-18,S1084,C010346,SV05,No-show,No,Online,11
A0000510,2025-12-13,S1121,C019605,SV04,Completed,Yes,Phone,13
A0000511,2026-10-07,S1040,C016838,SV01,Completed,Yes,Online,13
A0000512,2025-05-22,S1092,C003784,SV03,Completed,No,Phone,14
A0000513,2026-05-02,S1096,C006092,SV03,Completed,Yes,In Store,12
A0000514,2025-10-10,S1062,C004952,SV08,Completed,No,Online,7
A0000515,2025-05-19,S1055,C009386,SV05,Completed,No,Online,11
A0000516,2025-10-09,S1021,C008285,SV03,Completed,Yes,Online,12
A0000517,2026-05-05,S1069,C013127,SV01,Completed,No,Online,19
A0000518,2026-01-22,S1030,C015215,SV04,Completed,Yes,Online,15
A0000519,2026-10-14,S1030,C006468,SV01,Cancelled,No,Online,7
A0000520,2026-04-18,S1099,C014881,SV01,Completed,No,Phone,15
A0000521,2026-02-09,S1080,C001012,SV01,Completed,Yes,In Store,16
A0000522,2025-08-12,S1008,C008884,SV02,Completed,No,Online,18
A0000523,2026-08-10,S1039,C014559,SV05,Cancelled,No,Phone,12
A0000524,2025-08-18,S1069,C015068,SV06,Completed,Yes,Online,10
A0000525,2025-04-17,S1091,C017278,SV01,Completed,Yes,In Store,16
A0000526,2026-08-03,S1111,C016650,SV02,Completed,Yes,In Store,3
A0000527,2026-06-06,S1052,C019586,SV04,Cancelled,No,Online,13
A0000528,2025-05-12,S1056,C008887,SV02,Completed,Yes,Online,8
A0000529,2026-12-20,S1024,C005011,SV05,Completed,Yes,Online,9
A0000530,2026-04-23,S1114,C017221,SV01,Completed,No,In Store,21
A0000531,2026-01-31,S1032,C006112,SV05,Completed,No,In Store,21
A0000532,2026-12-23,S1090,C007004,SV05,Completed,No,In Store,14
A0000533,2026-06-21,S1106,C018673,SV01,Completed,Yes,Online,16
A0000534,2026-07-25,S1086,C003844,SV01,Completed,Yes,Online,4
A0000535,2026-02-21,S1066,C012614,SV04,Completed,No,Phone,16
A0000536,2025-07-14,S1052,C005710,SV02,Completed,No,In Store,9
A0000537,2025-02-20,S1064,C014469,SV01,Completed,No,Online,17
A0000538,2025-01-25,S1022,C000172,SV01,Completed,Yes,Phone,0
A0000539,2025-06-27,S1101,C018764,SV03,Completed,No,Phone,3
A0000540,2025-07-30,S1029,C002916,SV01,Completed,Yes,Phone,9
A0000541,2025-08-20,S1066,C007190,SV02,Cancelled,No,Phone,7
A0000542,2025-01-03,S1020,C007359,SV01,No-show,No,Online,11
A0000543,2025-08-11,S1114,C000437,SV02,Completed,Yes,In Store,19
A0000544,2026-03-04,S1089,C013295,SV01,Completed,Yes,Phone,21
A0000545,2026-01-14,S1069,C012956,SV06,Completed,No,Online,12
A0000546,2025-12-01,S1072,C001679,SV02,Completed,No,Online,10
A0000547,2026-10-16,S1032,C014303,SV01,Completed,No,Online,11
A0000548,2026-03-15,S1073,C005751,SV02,Completed,No,Phone,6
A0000549,2026-02-26,S1006,C016496,SV01,Completed,Yes,In Store,18
A0000550,2026-08-01,S1040,C011470,SV01,Completed,No,Phone,18
A0000551,2026-10-25,S1098,C006966,SV01,Completed,Yes,In Store,0
A0000552,2025-06-19,S1030,C001962,SV04,Completed,Yes,Online,6
A0000553,2026-09-30,S1095,C009338,SV03,Completed,No,Phone,9
A0000554,2025-09-29,S1094,C005995,SV01,Completed,Yes,Phone,21
A0000555,2026-10-25,S1038,C013735,SV03,Completed,Yes,Online,9
A0000556,2025-12-03,S1029,C004573,SV04,Completed,Yes,In Store,6
A0000557,2026-05-22,S1088,C012274,SV08,Completed,Yes,Online,5
A0000558,2026-07-16,S1014,C003815,SV01,Completed,No,In Store,10
A0000559,2025-10-16,S1028,C009823,SV01,Completed,No,Online,21
A0000560,2025-11-29,S1059,C000758,SV03,Cancelled,No,Online,12
A0000561,2025-09-11,S1041,C019238,SV03,Rescheduled,No,In Store,0
A0000562,2025-06-04,S1088,C018663,SV01,Rescheduled,No,Phone,14
A0000563,2026-12-21,S1009,C005428,SV05,Completed,No,Phone,5
A0000564,2026-10-16,S1003,C018517,SV05,Completed,Yes,Online,14
A0000565,2025-02-28,S1021,C003357,SV01,Completed,No,Online,14
A0000566,2025-02-15,S1032,C010234,SV07,Cancelled,No,Online,3
A0000567,2026-08-10,S1048,C003116,SV02,Cancelled,No,Phone,20
A0000568,2026-04-12,S1082,C010058,SV04,Completed,No,In Store,18
A0000569,2026-06-17,S1047,C017989,SV02,Rescheduled,No,Phone,7
A0000570,2025-08-12,S1050,C000435,SV02,Completed,No,Online,10
A0000571,2026-03-07,S1107,C000094,SV02,Completed,No,Online,12
A0000572,2025-12-23,S1001,C005321,SV01,Cancelled,No,In Store,4
A0000573,2025-01-24,S1071,C004709,SV07,Completed,Yes,In Store,15
A0000574,2026-12-07,S1086,C015464,SV04,No-show,No,In Store,2
A0000575,2026-12-07,S1073,C007609,SV01,Completed,No,Online,18
A0000576,2026-03-10,S1026,C017549,SV06,Completed,Yes,Online,19
A0000577,2025-04-03,S1024,C008295,SV05,Completed,No,Online,9
A0000578,2026-05-06,S1034,C015293,SV01,Completed,Yes,Phone,16
A0000579,2025-06-21,S1080,C016931,SV02,Completed,No,Online,19
A0000580,2026-04-21,S1061,C009411,SV01,Completed,Yes,Online,16
A0000581,2025-05-26,S1108,C007756,SV02,Cancelled,No,Online,4
A0000582,2026-06-09,S1112,C012124,SV03,Completed,No,In Store,6
A0000583,2025-11-27,S1098,C018485,SV03,Completed,Yes,Online,17
A0000584,2025-11-21,S1053,C007617,SV04,Completed,No,In Store,3
A0000585,2026-12-24,S1036,C000139,SV07,Completed,Yes,Phone,2
A0000586,2025-01-13,S1009,C011560,SV01,Completed,No,Unknown,10
A0000587,2026-10-27,S1056,C008963,SV05,Rescheduled,No,In Store,10
A0000588,2026-10-12,S1054,C004762,SV08,Completed,No,Online,14
A0000589,2026-11-21,S1054,C010486,SV02,Completed,Yes,Online,1
A0000590,2026-02-14,S1045,C016591,SV02,Cancelled,No,Online,17
A0000591,2025-01-03,S1074,C017551,SV01,Completed,No,Phone,18
A0000592,2026-10-29,S1015,C007148,SV01,Completed,Yes,In Store,16
A0000593,2026-05-08,S1012,C006470,SV01,Rescheduled,No,In Store,9
A0000594,2026-06-22,S1019,C009519,SV07,Completed,No,In Store,2
A0000595,2025-07-06,S1003,C013573,SV03,Completed,No,In Store,8
A0000596,2026-07-04,S1074,C015433,SV01,Completed,No,Online,14
A0000597,2025-04-30,S1056,C005083,SV06,Completed,Yes,In Store,3
A0000598,2026-04-22,S1120,C018241,SV05,Completed,No,Online,9
A0000599,2026-05-28,S1088,C002143,SV01,Completed,No,In Store,1
A0000600,2026-12-03,S1108,C002852,SV03,Completed,Yes,Online,16
A0000601,2026-10-03,S1007,C016111,SV04,Completed,No,In Store,17
A0000602,2026-08-03,S1102,C002193,SV07,Completed,Yes,Online,12
A0000603,2026-06-05,S1048,C018298,SV06,Cancelled,No,Online,11
A0000604,2025-11-14,S1030,C013660,SV03,Completed,No,Online,15
A0000605,2026-03-26,S1064,C004188,SV04,Completed,Yes,Phone,12
A0000606,2025-07-19,S1072,C006113,SV02,Completed,Yes,Online,17
A0000607,2026-07-21,S1010,C008376,SV04,Completed,No,Online,14
A0000608,2025-10-16,S1018,C000537,SV02,Completed,No,Online,14
A0000609,2026-09-18,S1108,C016945,SV02,Completed,No,Online,0
A0000610,2025-05-13,S1053,C012056,SV06,Rescheduled,No,Phone,1
A0000611,2025-03-12,S1115,C012090,SV01,Completed,Yes,Online,0
A0000612,2025-06-23,S1090,C004449,SV03,Completed,Yes,In Store,3
A0000613,2025-11-21,S1017,C008833,SV01,Cancelled,No,Online,14
A0000614,2025-04-29,S1027,C014800,SV04,Completed,No,Online,18
A0000615,2026-02-01,S1022,C000163,SV01,Completed,No,In Store,3
A0000616,2025-02-11,S1105,C016667,SV06,Rescheduled,No,Phone,20
A0000617,2026-08-03,S1041,C005698,SV02,Completed,Yes,Online,3
A0000618,2025-10-14,S1090,C011796,SV05,Completed,Yes,Phone,16
A0000619,2026-08-22,S1071,C013751,SV01,Cancelled,No,In Store,12
A0000620,2026-07-09,S1082,C015397,SV01,Completed,No,In Store,8
A0000621,2026-10-21,S1062,C012074,SV01,Completed,Yes,In Store,2
A0000622,2025-02-20,S1108,C008836,SV06,No-show,No,Online,4
A0000623,2026-01-20,S1113,C019470,SV02,Completed,No,Online,9
A0000624,2026-04-14,S1034,C001594,SV01,Cancelled,No,Online,7
A0000625,2025-06-08,S1005,C007764,SV05,Completed,Yes,Online,13
A0000626,2026-12-17,S1116,C007731,SV07,Completed,Yes,Online,1
A0000627,2026-10-05,S1061,C015581,SV05,Completed,No,Online,10
A0000628,2025-11-28,S1048,C014887,SV06,Completed,Yes,Online,7
A0000629,2026-12-03,S1033,C013083,SV05,Completed,No,Online,0
A0000630,2025-07-21,S1049,C002546,SV08,Completed,Yes,Online,15
A0000631,2026-12-05,S1114,C019857,SV01,No-show,No,In Store,11
A0000632,2026-03-31,S1101,C006218,SV04,Rescheduled,No,Phone,14
A0000633,2025-01-16,S1109,C013482,SV05,Completed,Yes,Online,16
A0000634,2026-05-15,S1105,C016964,SV01,Cancelled,No,In Store,6
A0000635,2026-08-19,S1072,C019103,SV04,Completed,No,In Store,12
A0000636,2025-08-03,S1088,C011378,SV02,Completed,Yes,In Store,8
A0000637,2026-04-14,S1093,C019597,SV07,Completed,No,In Store,3
A0000638,2025-10-19,S1048,C001452,SV07,Completed,Yes,In Store,15
A0000639,2026-12-21,S1104,C013875,SV01,Completed,No,In Store,11
A0000640,2026-11-17,S1109,C013081,SV02,Cancelled,No,Phone,7
A0000641,2026-02-19,S1037,C016268,SV01,No-show,No,Online,8
A0000642,2026-01-20,S1096,C002103,SV02,Completed,Yes,Phone,5
A0000643,2025-03-02,S1035,C010454,SV01,Completed,No,Online,2
A0000644,2026-12-22,S1054,C008726,SV02,Completed,No,Phone,20
A0000645,2026-04-24,S1008,C010917,SV01,Completed,No,In Store,11
A0000646,2026-01-07,S1047,C010451,SV03,Completed,No,In Store,2
A0000647,2025-09-14,S1051,C002444,SV03,Completed,Yes,Online,17
A0000648,2025-04-30,S1063,C009934,SV02,Completed,No,Online,8
A0000649,2025-06-12,S1068,C014339,SV05,Cancelled,No,Online,0
A0000650,2026-08-07,S1108,C001681,SV02,Completed,Yes,In Store,19
A0000651,2025-07-25,S1053,C007567,SV01,Completed,No,In Store,16
A0000652,2026-09-19,S1102,C011916,SV01,Completed,No,Online,6
A0000653,2026-12-31,S1024,C016483,SV07,Cancelled,No,Online,3
A0000654,2025-01-23,S1006,C008020,SV04,Completed,Yes,Phone,15
A0000655,2026-08-13,S1032,C015552,SV03,Completed,No,In Store,17
A0000656,2025-06-20,S1084,C014516,SV06,Cancelled,No,Online,21
A0000657,2026-01-03,S1065,C009787,SV01,Cancelled,No,Online,15
A0000658,2025-11-25,S1061,C015724,SV01,No-show,No,In Store,17
A0000659,2025-09-07,S1011,C014188,SV01,Completed,No,Online,10
A0000660,2026-11-03,S1018,C006808,SV03,Completed,No,In Store,15
A0000661,2025-06-06,S1029,C015028,SV04,Completed,No,Online,1
A0000662,2026-10-08,S1002,C009439,SV06,Completed,Yes,In Store,17
A0000663,2026-09-26,S1039,C016097,SV02,Completed,Yes,Phone,4
A0000664,2026-04-23,S1052,C011697,SV07,Completed,Yes,Online,17
A0000665,2026-06-17,S1116,C014070,SV05,Completed,Yes,In Store,17
A0000666,2026-07-12,S1029,C015396,SV02,No-show,No,Phone,9
A0000667,2026-05-14,S1066,C005831,SV06,Cancelled,No,In Store,0
A0000668,2025-04-16,S1031,C007285,SV01,Completed,Yes,Phone,11
A0000669,2025-09-29,S1043,C002649,SV02,Completed,Yes,In Store,7
A0000670,2026-02-19,S1076,C011300,SV03,Completed,Yes,In Store,15
A0000671,2025-12-20,S1085,C013828,SV01,Completed,No,In Store,2
A0000672,2026-07-26,S1061,C015343,SV06,Completed,No,Online,17
A0000673,2026-11-23,S1029,C009021,SV01,Completed,No,In Store,0
A0000674,2025-06-21,S1026,C009330,SV06,Completed,Yes,Phone,13
A0000675,2026-08-17,S1054,C014624,SV02,Completed,No,Online,7
A0000676,2025-04-02,S1110,C003913,SV01,Cancelled,No,Online,1
A0000677,2026-12-07,S1041,C018489,SV02,Completed,Yes,In Store,3
A0000678,2026-03-14,S1062,C004453,SV01,Completed,Yes,Phone,7
A0000679,2026-12-03,S1082,C014847,SV05,Completed,Yes,Phone,15
A0000680,2026-11-03,S1014,C000144,SV01,No-show,No,Online,8
A0000681,2025-01-17,S1030,C005995,SV04,Completed,No,In Store,3
A0000682,2026-12-12,S1024,C014588,SV01,No-show,No,Online,2
A0000683,2026-12-19,S1011,C019797,SV07,Cancelled,No,In Store,1
A0000684,2025-11-08,S1119,C003791,SV03,Completed,Yes,Phone,5
A0000685,2025-11-26,S1122,C002809,SV06,Completed,Yes,In Store,16
A0000686,2025-12-08,S1059,C006855,SV04,Completed,No,Online,17
A0000687,2026-02-06,S1031,C003173,SV01,Completed,No,Phone,9
A0000688,2026-04-03,S1091,C005903,SV07,Completed,Yes,In Store,2
A0000689,2025-02-28,S1088,C003742,SV01,Completed,No,In Store,12
A0000690,2025-01-28,S1122,C001596,SV02,Completed,No,In Store,19
A0000691,2025-02-15,S1105,C006179,SV01,No-show,No,In Store,20
A0000692,2026-02-01,S1041,C017907,SV01,Completed,No,Online,0
A0000693,2026-02-12,S1029,C000673,SV05,Rescheduled,No,Online,15
A0000694,2026-04-04,S1004,C005136,SV01,Completed,No,Phone,17
A0000695,2025-06-30,S1104,C001631,SV03,Completed,Yes,Phone,5
A0000696,2025-04-02,S1073,C001986,SV03,Rescheduled,No,In Store,16
A0000697,2025-07-20,S1098,C007985,SV04,Completed,No,In Store,0
A0000698,2026-08-29,S1003,C013870,SV07,Completed,No,In Store,13
A0000699,2025-11-24,S1028,C005280,SV06,Completed,No,Phone,20
A0000700,2026-01-26,S1048,C005717,SV04,Completed,No,Online,19
A0000701,2025-03-20,S1030,C001223,SV03,Cancelled,No,Online,18
A0000702,2026-09-26,S1024,C003001,SV08,Completed,No,In Store,14
A0000703,2025-05-09,S1115,C004166,SV04,Rescheduled,No,In Store,20
A0000704,2026-02-09,S1106,C011738,SV06,Cancelled,No,Phone,6
A0000705,2026-12-27,S1058,C006092,SV07,Completed,No,In Store,2
A0000706,2025-08-13,S1010,C014043,SV01,Completed,Yes,In Store,8
A0000707,2025-12-09,S1065,C008412,SV02,Completed,No,In Store,15
A0000708,2025-10-01,S1107,C003161,SV03,Completed,Yes,Online,7
A0000709,2025-08-01,S1040,C002588,SV02,No-show,No,Online,17
A0000710,2026-11-29,S1052,C002561,SV06,Completed,No,In Store,21
